txn_id,date,category,amount
t9010,2025-04-22,food,17.77
t7335,2025-01-07,utilities,146.29
t8010,2025-08-22,entertainment,46.57
t4907,2025-05-31,gas,41.35
t10805,2025-02-05,food,29.41
t10830,2025-07-13,retail,72.0
t4931,2025-04-13,retail,93.39
t4543,2025-09-21,travel,709.13
t3963,2025-04-18,food,4.0
t10129,2025-05-12,retail,108.6
t2672,2025-01-29,food,11.67
t7104,2025-10-17,entertainment,35.77
t1236,2025-07-21,food,23.04
t1226,2025-09-13,other,131.92
t1765,2025-07-01,entertainment,5.0
t9701,2025-09-02,food,11.03
t7681,2025-01-07,utilities,142.63
t10572,2025-02-09,entertainment,71.46
t9750,2025-10-22,retail,20.51
t9673,2025-05-26,other,66.92
t3218,2025-06-24,gas,48.83
t5738,2025-09-13,food,26.64
t288,2025-02-03,gas,73.36
t7437,2025-08-05,food,16.71
t2967,2025-05-21,food,26.09
t3165,2025-09-02,entertainment,53.81
t11290,2025-03-27,gas,67.24
t10661,2025-02-07,food,31.03
t1658,2025-09-27,utilities,129.11
t1976,2025-04-03,gas,56.51
t2398,2025-04-28,food,24.28
t453,2025-03-08,entertainment,33.31
t2711,2025-03-18,utilities,219.67
t10985,2025-09-04,entertainment,69.79
t6793,2025-02-16,other,112.44
t3682,2025-05-27,food,36.3
t6716,2025-10-02,utilities,86.94
t423,2025-09-12,retail,143.27
t8457,2025-02-15,food,16.69
t5317,2025-05-07,other,84.23
t658,2025-01-11,food,26.93
t3302,2025-07-29,retail,145.85
t10105,2025-01-25,food,28.8
t2846,2025-07-26,gas,27.35
t4067,2025-01-07,other,66.91
t9402,2025-01-21,food,39.06
t5245,2025-04-26,utilities,71.62
t1002,2025-09-28,entertainment,66.0
t4199,2025-01-20,gas,41.15
t2419,2025-06-14,retail,142.08
t876,2025-02-16,food,38.54
t10889,2025-10-16,retail,46.23
t6727,2025-07-29,gas,38.14
t3848,2025-04-03,food,27.7
t962,2025-08-06,food,20.03
t1581,2025-01-19,food,11.71
t9726,2025-02-14,other,7.55
t7329,2025-09-04,food,25.71
t2207,2025-07-04,other,114.43
t4267,2025-06-03,gas,34.32
t8381,2025-07-26,entertainment,54.01
a142,2025-03-01,travel,497.57
t4232,2025-08-14,food,20.29
t758,2025-02-23,other,64.06
t4867,2025-06-20,other,26.84
t5407,2025-05-29,retail,73.74
t5314,2025-03-12,gas,54.3
t2285,2025-03-16,food,37.87
t8874,2025-08-20,utilities,134.79
t10414,2025-08-16,food,14.58
t5508,2025-01-17,other,56.89
t5310,2025-01-23,retail,133.36
t10656,2025-08-02,gas,44.02
t4828,2025-07-09,retail,120.14
t9246,2025-02-09,other,93.34
t7314,2025-03-13,other,107.21
t808,2025-10-10,food,35.43
t3908,2025-07-03,retail,105.14
t6142,2025-04-08,food,39.32
t7460,2025-07-25,gas,43.44
t9989,2025-01-28,food,21.43
t1957,2025-06-08,utilities,123.37
t2446,2025-07-29,other,95.58
t8352,2025-06-21,food,14.09
t9793,2025-05-05,food,53.28
t8518,2025-03-20,retail,127.78
a68,2025-07-12,food,236.15
t2403,2025-09-21,travel,504.27
t8645,2025-03-30,other,106.08
t1074,2025-07-12,other,39.17
t10362,2025-08-02,other,37.96
t3399,2025-06-01,other,58.43
t4241,2025-03-26,entertainment,58.59
t6525,2025-01-27,gas,46.65
t5437,2025-08-21,retail,125.25
t7586,2025-08-26,food,15.15
t10198,2025-05-25,entertainment,67.12
t2092,2025-08-15,retail,136.42
t4528,2025-07-27,entertainment,58.29
a233,2025-07-17,food,266.13
t1699,2025-01-13,retail,103.63
t8961,2025-05-16,food,26.1
t10062,2025-07-06,gas,61.22
t11005,2025-01-13,food,24.45
t8705,2025-05-30,gas,30.8
t8993,2025-06-01,retail,84.41
t1004,2025-07-27,food,43.3
t10907,2025-07-17,food,19.89
t10764,2025-07-22,food,36.87
t7697,2025-04-18,retail,177.9
t4652,2025-08-03,retail,83.02
t10031,2025-08-21,entertainment,74.75
t10013,2025-09-19,entertainment,41.81
t6157,2025-08-26,entertainment,38.86
t1486,2025-03-17,travel,560.52
t11070,2025-02-26,food,27.44
t5369,2025-09-17,other,97.43
t1412,2025-06-04,utilities,130.83
t6290,2025-07-04,other,111.53
t11317,2025-05-08,entertainment,27.47
t10890,2025-04-15,other,87.24
t10841,2025-01-28,entertainment,58.08
t710,2025-01-24,entertainment,51.48
t9561,2025-06-21,travel,476.57
t3604,2025-09-03,retail,67.07
t986,2025-08-29,food,11.0
t3077,2025-05-24,food,24.72
t6170,2025-01-23,food,8.83
t11526,2025-01-12,entertainment,17.39
t8376,2025-02-21,food,33.63
t6714,2025-02-12,food,43.68
t5078,2025-03-21,food,11.73
t4102,2025-09-06,food,19.81
t7748,2025-02-02,retail,69.83
t2723,2025-02-12,retail,181.73
t11230,2025-08-11,retail,106.89
t1269,2025-09-01,entertainment,76.35
t2463,2025-07-19,food,29.77
a146,2025-10-07,entertainment,936.07
t269,2025-09-24,gas,49.33
t3581,2025-05-19,gas,62.35
t4751,2025-05-31,other,74.4
t7758,2025-10-27,gas,47.29
t7150,2025-08-07,food,24.82
t7476,2025-04-27,retail,143.04
t7451,2025-01-31,retail,70.31
t8833,2025-06-17,entertainment,50.83
t2822,2025-10-14,travel,636.36
t7877,2025-10-17,retail,107.24
t590,2025-05-23,food,31.22
t8403,2025-06-12,other,103.71
t10774,2025-03-20,retail,70.31
t8241,2025-05-27,retail,71.65
t657,2025-03-18,entertainment,73.91
t9735,2025-05-19,gas,45.32
t9498,2025-09-16,food,15.46
t2038,2025-09-10,retail,146.96
t7915,2025-08-16,retail,120.08
t8684,2025-06-03,utilities,139.3
t3759,2025-06-14,utilities,235.85
t6846,2025-02-28,other,41.44
t6152,2025-02-01,retail,121.36
t11341,2025-10-14,gas,42.4
t2029,2025-05-03,entertainment,86.47
t8977,2025-07-25,food,4.26
t678,2025-03-27,entertainment,62.54
t8256,2025-07-13,utilities,130.39
t1233,2025-04-23,gas,53.32
t5455,2025-09-03,gas,62.57
t7682,2025-01-27,travel,583.44
t9364,2025-01-07,retail,117.85
t7559,2025-09-09,entertainment,90.01
t7287,2025-07-31,food,48.31
t4857,2025-08-25,utilities,132.54
t7895,2025-05-10,other,42.75
t2433,2025-09-18,other,86.31
t8625,2025-08-08,retail,96.5
t10152,2025-03-08,food,18.96
t4648,2025-02-24,travel,478.57
t10795,2025-01-15,food,11.49
t7317,2025-01-03,utilities,113.13
t897,2025-01-10,food,18.49
t1612,2025-02-05,entertainment,71.45
t1588,2025-03-14,retail,42.28
t6687,2025-08-31,food,21.6
t9615,2025-09-05,retail,157.37
t9911,2025-06-29,entertainment,46.15
t1720,2025-01-22,food,28.59
t10580,2025-02-02,retail,79.68
t9463,2025-09-08,retail,126.16
t3807,2025-03-11,retail,147.63
t8440,2025-08-05,gas,24.34
t8023,2025-02-19,other,41.36
t4702,2025-06-23,gas,40.17
t3962,2025-04-17,retail,47.06
t7854,2025-07-09,gas,37.47
t5558,2025-04-28,utilities,86.68
t5565,2025-08-26,retail,124.93
t9317,2025-04-21,travel,458.43
t10147,2025-01-22,entertainment,73.77
t6088,2025-04-09,entertainment,91.44
t891,2025-07-27,gas,40.77
t9970,2025-08-19,retail,72.58
t10798,2025-01-22,utilities,147.94
t4007,2025-04-13,travel,253.48
t4940,2025-03-28,food,38.75
t9524,2025-10-20,food,34.83
t8115,2025-08-07,travel,695.31
t5899,2025-04-26,gas,43.28
t6174,2025-06-09,food,21.12
t9052,2025-02-03,entertainment,66.66
t5820,2025-10-02,food,34.53
t8963,2025-09-09,food,23.09
t9827,2025-04-02,food,26.13
t2800,2025-10-12,gas,71.47
t8576,2025-07-08,entertainment,5.0
t585,2025-06-03,other,32.28
t3269,2025-05-26,other,113.86
t3933,2025-01-30,retail,134.47
t4966,2025-06-17,gas,40.02
t1261,2025-09-02,other,82.28
t8395,2025-06-26,retail,59.35
t6200,2025-08-23,utilities,117.97
t6693,2025-04-10,travel,454.47
t311,2025-07-10,food,32.38
t1717,2025-10-10,entertainment,89.89
t8040,2025-10-14,utilities,152.28
t6010,2025-09-11,food,28.23
t2053,2025-05-14,retail,92.04
t10707,2025-04-27,entertainment,100.12
t4669,2025-05-09,retail,80.09
t4299,2025-05-13,food,29.27
t6647,2025-03-13,food,32.54
t3784,2025-10-14,retail,121.94
t1009,2025-05-14,gas,69.27
t10009,2025-06-09,entertainment,11.66
t2186,2025-06-11,retail,177.56
t3624,2025-04-05,food,20.12
t11741,2025-02-27,food,34.35
t9805,2025-04-20,entertainment,25.9
t11608,2025-07-22,retail,144.22
t8497,2025-06-02,food,44.2
t8024,2025-02-04,food,33.06
t4835,2025-05-28,entertainment,66.6
t4060,2025-04-12,gas,68.47
t4757,2025-04-30,food,4.0
t7350,2025-06-30,retail,111.16
t91,2025-08-13,food,27.34
t1988,2025-03-01,gas,53.42
t471,2025-10-14,travel,788.0
t1327,2025-02-11,utilities,93.17
a106,2025-05-11,entertainment,1137.44
t9644,2025-09-25,food,34.96
t2118,2025-04-12,food,37.57
t2938,2025-01-29,retail,123.09
t889,2025-02-26,food,28.1
t984,2025-02-01,gas,37.18
t6933,2025-05-11,food,20.22
t9069,2025-06-07,retail,100.03
t7702,2025-10-25,entertainment,84.95
t10314,2025-02-11,food,23.38
t2926,2025-10-11,food,38.43
t7800,2025-01-02,food,40.12
t3215,2025-07-15,retail,73.06
t5885,2025-08-22,retail,61.14
t2342,2025-01-09,food,21.99
t8621,2025-09-24,gas,48.82
t7959,2025-09-12,gas,76.82
t9113,2025-01-30,other,94.64
t8545,2025-04-26,entertainment,114.24
t10086,2025-02-14,retail,16.16
t8122,2025-03-30,travel,374.63
t628,2025-07-01,other,12.95
t7938,2025-02-02,gas,65.43
t4948,2025-02-24,retail,109.05
t5081,2025-06-07,food,28.86
t4245,2025-05-18,entertainment,77.81
t7421,2025-05-13,other,58.67
t4766,2025-05-24,gas,58.38
t1602,2025-04-24,entertainment,10.82
t11518,2025-09-25,food,33.21
t1270,2025-10-03,utilities,160.08
t129,2025-02-23,utilities,98.62
t9594,2025-08-04,entertainment,35.01
t10233,2025-03-21,food,15.57
t1712,2025-07-05,other,94.81
t4183,2025-06-23,food,25.01
t8724,2025-08-24,retail,113.94
t4236,2025-09-19,retail,43.83
t6996,2025-06-04,utilities,103.72
t7525,2025-09-11,entertainment,54.49
t2399,2025-02-15,retail,63.89
t10732,2025-04-15,food,17.14
t8837,2025-08-30,retail,149.06
t7874,2025-01-10,retail,150.0
t8461,2025-01-19,gas,63.51
t10097,2025-05-07,food,8.03
t1187,2025-01-15,retail,118.15
t8438,2025-09-30,travel,341.72
t11748,2025-07-21,retail,87.05
t11659,2025-01-21,entertainment,51.75
t1978,2025-01-31,food,15.52
t5315,2025-03-23,gas,17.63
a103,2025-06-30,travel,5004.73
t4248,2025-08-18,food,31.32
t10927,2025-09-05,gas,68.93
t916,2025-10-26,food,27.78
t1306,2025-06-23,retail,152.59
t7898,2025-02-05,gas,44.84
t3050,2025-03-16,retail,69.43
t7886,2025-03-14,entertainment,113.56
t6654,2025-02-09,other,138.36
t11421,2025-05-03,food,30.9
t1274,2025-08-26,retail,96.01
t5699,2025-05-01,utilities,98.69
t6946,2025-04-15,retail,97.86
t9730,2025-09-10,utilities,110.99
t2797,2025-01-21,food,28.0
t6798,2025-02-14,utilities,212.31
t1399,2025-10-18,food,22.6
t6616,2025-07-13,retail,84.61
t3359,2025-08-31,retail,88.75
t184,2025-02-14,retail,121.57
t7318,2025-04-15,travel,244.72
t4463,2025-04-18,gas,66.75
t8701,2025-04-22,food,18.35
t7708,2025-01-31,other,107.06
t3564,2025-10-21,food,27.76
t9089,2025-01-15,entertainment,88.54
t11142,2025-01-09,retail,110.5
t6514,2025-08-07,food,23.03
t4568,2025-08-06,entertainment,96.84
t9196,2025-10-15,food,23.96
t6604,2025-09-02,gas,52.61
t9721,2025-06-13,retail,157.79
t2657,2025-05-09,retail,30.98
t9954,2025-01-30,retail,123.1
t4306,2025-06-13,food,31.18
t1962,2025-07-27,food,14.33
t4993,2025-10-14,gas,76.39
t4892,2025-05-06,food,24.03
t6139,2025-09-11,gas,39.56
t5816,2025-02-08,utilities,192.69
t5870,2025-06-06,gas,67.08
t8673,2025-01-11,food,26.6
t6396,2025-05-26,retail,62.22
t11370,2025-07-22,food,26.7
t6227,2025-06-05,food,18.27
t9046,2025-09-21,utilities,176.42
a207,2025-05-23,retail,504.77
t8519,2025-02-12,entertainment,75.8
t1252,2025-01-18,other,104.3
t3177,2025-06-03,food,35.71
t5073,2025-07-01,utilities,63.83
t3360,2025-05-05,food,30.75
t7251,2025-01-15,gas,56.7
t7927,2025-03-18,retail,129.65
t9308,2025-04-26,other,86.28
t10218,2025-01-12,entertainment,48.36
t10781,2025-10-10,food,27.86
t3290,2025-07-22,food,26.35
t10823,2025-02-24,food,20.66
t10476,2025-09-20,other,111.24
t3191,2025-04-26,utilities,137.76
t11549,2025-04-07,gas,53.82
t9023,2025-08-03,food,22.31
t1052,2025-09-02,entertainment,42.38
t4070,2025-08-26,food,19.58
t8760,2025-06-17,retail,113.24
t3219,2025-10-11,utilities,130.66
t8041,2025-07-15,food,36.89
t273,2025-03-06,retail,5.0
t2043,2025-01-31,retail,143.98
t4764,2025-04-07,food,29.74
t7201,2025-02-04,gas,49.99
t7543,2025-09-02,gas,52.09
t7666,2025-01-13,entertainment,81.66
t1087,2025-09-16,food,24.45
t1474,2025-08-08,entertainment,97.74
t11312,2025-03-03,food,35.99
t7921,2025-01-08,entertainment,54.15
t9157,2025-01-02,food,46.18
t2187,2025-07-06,food,14.92
t10623,2025-06-09,food,32.51
t4323,2025-05-01,other,96.88
t9061,2025-10-15,gas,77.71
t9553,2025-02-16,entertainment,51.43
t5832,2025-09-21,food,12.41
t8110,2025-04-24,entertainment,44.74
t7991,2025-08-28,entertainment,68.57
t11233,2025-04-08,retail,167.74
t8538,2025-04-10,entertainment,46.52
t4710,2025-04-30,other,41.95
t8193,2025-08-22,utilities,186.63
t9768,2025-02-28,gas,44.04
t10504,2025-07-12,travel,377.16
t10389,2025-05-26,gas,74.4
t3479,2025-01-25,utilities,131.41
t9158,2025-08-02,food,33.73
t3925,2025-07-06,utilities,129.81
t1749,2025-07-14,food,45.85
t733,2025-03-16,entertainment,12.17
t2554,2025-07-25,entertainment,41.41
t10121,2025-03-14,utilities,116.66
t9142,2025-01-25,food,25.94
t8882,2025-08-14,travel,704.11
t10480,2025-01-26,gas,86.96
t2663,2025-04-08,gas,56.13
t7875,2025-08-16,food,35.64
t10757,2025-06-01,other,118.37
t3114,2025-03-20,entertainment,90.47
t3304,2025-07-11,food,17.6
t6251,2025-01-10,retail,67.69
t1345,2025-03-14,food,36.56
t10553,2025-03-29,travel,607.39
t1691,2025-10-06,gas,35.09
t7269,2025-03-03,retail,93.6
t9598,2025-05-05,retail,89.58
t5049,2025-02-20,travel,523.01
t7301,2025-01-07,retail,149.44
a162,2025-10-06,travel,2002.4
t3309,2025-04-02,entertainment,61.65
t1505,2025-06-13,retail,98.25
t10978,2025-09-09,travel,565.44
t1807,2025-06-05,entertainment,58.21
t3872,2025-06-09,food,20.65
t7781,2025-10-03,food,29.67
t3792,2025-02-12,food,26.57
t5218,2025-04-01,retail,31.41
t9922,2025-02-02,gas,54.86
t11420,2025-03-16,food,26.97
t1068,2025-09-20,other,121.27
t8377,2025-01-31,other,28.59
t11387,2025-09-11,gas,52.64
t8148,2025-01-26,gas,52.26
t2697,2025-09-14,other,102.93
t6452,2025-05-09,gas,53.05
t1849,2025-05-03,utilities,146.13
t4513,2025-08-18,food,30.83
t8935,2025-05-20,other,81.57
t11080,2025-03-02,food,18.3
t2432,2025-03-21,gas,17.83
a168,2025-06-23,entertainment,1498.19
t4661,2025-02-19,food,28.1
t6623,2025-05-24,other,114.92
t3436,2025-01-23,utilities,106.0
t11646,2025-10-05,gas,39.09
t11499,2025-04-13,retail,78.96
t143,2025-08-07,food,29.91
t10666,2025-10-14,retail,83.68
t5587,2025-02-20,other,119.45
t10515,2025-07-02,gas,50.68
t6993,2025-07-23,food,28.73
t7560,2025-01-17,utilities,154.03
t8013,2025-10-26,food,39.23
t6805,2025-03-31,other,125.53
t6750,2025-01-06,retail,124.9
t6101,2025-02-11,food,19.28
t5291,2025-05-02,food,19.25
t7636,2025-08-14,gas,28.92
t3410,2025-05-09,gas,48.25
t1118,2025-03-28,utilities,169.24
t7372,2025-02-26,entertainment,59.72
t1757,2025-08-29,gas,63.26
t498,2025-10-27,food,31.35
t7274,2025-06-12,utilities,93.68
t7507,2025-01-17,food,19.42
t871,2025-03-30,food,27.68
t3358,2025-05-31,retail,168.52
t913,2025-01-28,retail,154.1
t722,2025-05-28,retail,51.73
t2806,2025-08-27,food,26.86
a167,2025-07-26,gas,1999.33
t887,2025-05-21,gas,64.61
t11516,2025-03-28,food,30.91
t8820,2025-03-08,gas,73.25
t9965,2025-01-22,utilities,139.77
t10051,2025-10-11,entertainment,49.56
t1521,2025-08-02,gas,42.28
t10466,2025-07-25,utilities,99.36
t2747,2025-07-25,retail,86.58
t10457,2025-02-22,utilities,102.19
t3546,2025-01-21,entertainment,58.1
t315,2025-02-07,entertainment,102.38
t1800,2025-09-17,food,44.15
t328,2025-04-29,utilities,187.93
t8172,2025-06-08,entertainment,29.26
t4205,2025-02-25,food,42.06
t5851,2025-08-01,food,36.93
t6130,2025-04-01,food,18.93
t5448,2025-01-28,gas,16.16
t3130,2025-06-25,food,21.29
t1997,2025-10-13,food,26.03
t8923,2025-02-04,food,24.42
t3969,2025-04-15,food,29.02
t9784,2025-08-06,food,38.97
t7984,2025-01-17,gas,56.81
t1974,2025-10-02,other,19.65
t337,2025-07-13,retail,16.56
t2765,2025-07-07,entertainment,95.03
t10078,2025-04-04,food,10.41
t276,2025-02-16,travel,556.83
t2986,2025-01-14,gas,78.99
t8179,2025-10-07,gas,86.7
t4621,2025-09-17,gas,58.95
t6532,2025-08-05,entertainment,39.38
t3478,2025-01-24,food,18.22
t7796,2025-05-08,food,22.78
t3559,2025-02-27,food,30.52
t8082,2025-02-02,retail,118.83
t2810,2025-09-09,entertainment,53.53
t10926,2025-03-15,entertainment,70.48
t4862,2025-01-14,food,14.54
t2335,2025-04-27,retail,70.04
t8710,2025-01-06,other,79.52
t5247,2025-08-08,other,71.73
t3417,2025-09-19,utilities,95.2
t308,2025-05-17,retail,189.8
t3909,2025-03-30,food,26.47
t9125,2025-05-11,retail,173.32
t349,2025-08-19,gas,59.88
t5919,2025-03-17,utilities,91.12
t827,2025-05-01,food,35.03
t5297,2025-04-21,food,18.47
t7244,2025-08-08,food,18.74
t11399,2025-03-25,food,15.4
t9654,2025-02-07,entertainment,77.91
t4483,2025-10-08,food,36.9
t8810,2025-09-01,food,21.64
t3683,2025-02-24,retail,84.57
t11684,2025-09-06,retail,5.0
t10872,2025-04-29,utilities,175.37
t2054,2025-07-17,gas,55.6
t9973,2025-08-14,food,39.83
t11531,2025-03-12,other,86.47
t72,2025-09-25,travel,535.74
t7976,2025-01-02,retail,52.23
t6856,2025-08-05,food,25.87
t10910,2025-10-15,utilities,137.92
t11426,2025-07-05,other,46.04
t6752,2025-05-25,food,30.07
t9101,2025-07-11,food,23.86
t8599,2025-02-08,food,31.01
t9786,2025-09-26,food,29.12
t7946,2025-01-07,retail,135.98
t5357,2025-09-08,food,25.31
t1667,2025-01-09,food,38.31
t5571,2025-03-28,gas,28.74
t8542,2025-03-19,entertainment,74.86
t53,2025-07-03,retail,39.61
t10318,2025-04-08,gas,66.02
t6264,2025-08-20,gas,51.42
t1446,2025-04-16,gas,79.17
t7580,2025-03-21,entertainment,87.91
t9266,2025-05-12,retail,102.2
t8143,2025-07-04,retail,70.87
t1696,2025-03-05,food,29.61
t2893,2025-02-04,retail,121.69
a237,2025-07-08,entertainment,499.7
t1575,2025-08-04,food,21.98
t8911,2025-08-29,gas,65.22
t3204,2025-07-04,food,32.25
t4406,2025-09-28,retail,161.49
t1631,2025-04-12,entertainment,65.14
t10090,2025-07-21,food,23.21
t1882,2025-07-05,travel,284.51
a140,2025-02-16,retail,2317.04
t5113,2025-03-22,food,28.15
t5709,2025-01-03,gas,55.41
t5075,2025-06-10,other,46.15
t5510,2025-04-20,utilities,140.97
t10583,2025-08-20,utilities,202.86
t8091,2025-09-28,gas,54.29
t849,2025-08-03,retail,109.49
t2925,2025-07-08,gas,56.29
t8543,2025-05-08,retail,177.95
t8345,2025-03-22,gas,47.17
t2878,2025-06-14,food,20.09
t6368,2025-09-16,entertainment,45.53
t9713,2025-05-05,gas,72.58
t187,2025-05-01,gas,60.83
t3780,2025-07-11,other,56.79
t1831,2025-05-23,gas,52.04
t9188,2025-07-21,food,21.72
t2960,2025-02-24,entertainment,107.35
t7186,2025-04-01,entertainment,109.24
t11085,2025-09-29,food,28.6
t9234,2025-04-05,retail,104.42
t6905,2025-08-08,travel,622.54
t5447,2025-08-24,retail,90.64
t6588,2025-10-22,entertainment,70.74
t1235,2025-08-17,utilities,89.96
t8412,2025-08-16,other,117.71
t3916,2025-09-16,food,41.46
t447,2025-02-05,food,31.07
t8910,2025-05-10,utilities,58.94
t5840,2025-07-05,retail,88.93
t845,2025-04-16,entertainment,93.12
t5202,2025-07-11,retail,39.44
t10544,2025-03-04,utilities,130.81
t8263,2025-07-25,food,14.88
t7494,2025-07-01,entertainment,38.69
t7832,2025-03-30,food,20.16
t2441,2025-03-22,retail,141.26
t3104,2025-02-25,other,47.64
t10292,2025-03-03,retail,48.48
t4775,2025-03-05,retail,94.53
t8819,2025-05-13,food,32.53
t6975,2025-08-16,other,109.66
t6095,2025-09-10,food,35.87
t1295,2025-10-21,food,18.9
t9485,2025-02-22,entertainment,69.96
t5519,2025-06-19,retail,151.29
t11375,2025-07-28,entertainment,30.25
t5068,2025-08-22,entertainment,69.43
t3443,2025-05-15,entertainment,121.21
t10123,2025-10-18,food,39.19
t9261,2025-06-26,other,88.33
t9995,2025-05-31,other,143.96
t2838,2025-06-21,entertainment,85.36
t777,2025-05-25,retail,5.0
t11658,2025-05-16,utilities,133.58
t11140,2025-04-10,retail,149.18
t6325,2025-01-07,retail,36.42
t2154,2025-04-18,retail,111.39
t5559,2025-07-05,retail,39.52
t4921,2025-05-06,food,22.47
t7772,2025-08-01,other,155.59
t11389,2025-03-04,food,37.64
t8009,2025-05-01,travel,399.17
t3137,2025-08-04,other,136.16
t10103,2025-04-06,other,107.67
t5463,2025-03-26,travel,502.64
t8736,2025-08-02,entertainment,90.69
a60,2025-03-02,travel,753.59
t3184,2025-04-20,retail,94.24
t9962,2025-03-02,retail,27.46
t1944,2025-09-21,utilities,70.64
t9547,2025-03-18,entertainment,54.99
t3200,2025-06-10,food,33.52
t10402,2025-02-27,food,40.46
t1290,2025-03-23,retail,123.05
t4582,2025-02-26,food,19.17
t6336,2025-03-10,food,45.55
t2501,2025-02-11,other,87.89
t11411,2025-01-02,retail,105.19
t10713,2025-04-27,retail,182.68
t11450,2025-05-05,food,26.29
t10149,2025-04-21,other,116.1
t4107,2025-06-08,food,33.9
t4127,2025-04-06,food,25.95
t9835,2025-01-11,food,21.37
t6934,2025-03-05,retail,74.51
t3967,2025-06-14,other,100.07
t1880,2025-08-22,gas,68.77
t10180,2025-04-27,travel,518.9
t11153,2025-09-04,utilities,162.95
t9755,2025-06-20,retail,54.98
t5458,2025-02-18,retail,96.05
t7459,2025-01-04,food,24.39
t3588,2025-05-03,other,96.56
t10543,2025-04-22,food,24.24
t3866,2025-02-09,other,84.69
t2149,2025-10-22,food,48.95
t4132,2025-07-04,retail,48.78
t1037,2025-04-23,retail,144.88
t637,2025-10-23,food,33.25
t7217,2025-06-21,entertainment,72.29
t9826,2025-01-01,other,51.7
t4135,2025-08-16,gas,102.18
t7742,2025-01-25,entertainment,53.71
t1084,2025-03-23,retail,93.62
t6712,2025-09-20,entertainment,112.43
t862,2025-02-15,gas,45.83
t5213,2025-05-16,entertainment,56.93
t904,2025-05-07,food,14.6
t192,2025-06-21,retail,85.66
t110,2025-09-20,travel,542.26
t6027,2025-06-22,food,26.37
t4456,2025-05-19,food,43.84
t1943,2025-09-23,gas,60.48
t7671,2025-05-15,retail,68.31
t4332,2025-08-25,utilities,126.7
t10619,2025-10-11,other,115.58
t10240,2025-09-02,gas,43.2
t5928,2025-06-11,utilities,144.94
t2041,2025-08-19,retail,99.26
t9302,2025-06-23,food,25.09
t9000,2025-05-29,other,95.51
t7788,2025-04-01,entertainment,79.74
t4879,2025-01-04,retail,130.63
t4660,2025-06-24,gas,69.95
t8223,2025-02-01,entertainment,39.1
t5002,2025-08-22,entertainment,80.05
t2776,2025-05-17,entertainment,75.99
t4146,2025-07-07,other,94.18
t2324,2025-06-24,retail,142.87
t763,2025-02-01,food,33.2
t5922,2025-05-09,entertainment,27.55
t2618,2025-01-04,utilities,125.91
t2412,2025-01-10,retail,17.62
t1095,2025-01-09,food,16.21
t6066,2025-05-17,food,17.9
t7266,2025-01-02,food,10.03
t1547,2025-03-12,entertainment,50.51
t4590,2025-04-25,travel,141.78
t6035,2025-09-10,gas,21.59
t8093,2025-07-08,food,25.78
t6954,2025-07-04,retail,207.64
t3136,2025-02-12,gas,18.84
t3857,2025-08-10,food,35.13
t5041,2025-07-27,gas,39.82
t7436,2025-06-24,other,101.78
t11053,2025-05-14,retail,106.85
t5429,2025-04-22,food,30.03
t6524,2025-09-06,retail,72.39
t6420,2025-01-01,utilities,150.84
t9256,2025-05-28,retail,143.03
t3806,2025-04-14,utilities,142.3
t885,2025-05-01,other,14.41
t2655,2025-04-13,other,128.65
t7701,2025-02-15,food,35.08
t7661,2025-02-25,retail,138.7
t8026,2025-01-23,entertainment,33.83
t6775,2025-09-23,food,23.89
t10532,2025-04-12,entertainment,79.32
t11063,2025-07-31,entertainment,50.2
t465,2025-07-07,gas,19.97
t1258,2025-08-02,other,40.67
a50,2025-03-27,other,2001.3
t2260,2025-02-07,other,29.51
t4275,2025-01-21,travel,285.81
t7075,2025-07-06,food,28.48
t5193,2025-05-25,entertainment,105.65
t5631,2025-02-03,gas,55.99
t11623,2025-03-14,other,104.15
t6232,2025-10-16,food,15.71
t7383,2025-01-03,food,23.24
t5301,2025-04-10,food,22.13
t2203,2025-09-19,utilities,128.19
t10703,2025-06-17,retail,144.29
t10374,2025-07-07,utilities,124.81
t1263,2025-02-13,food,41.45
t7747,2025-02-13,food,12.73
t7213,2025-02-25,travel,70.99
t976,2025-01-28,retail,24.12
t8603,2025-10-13,entertainment,80.43
t5867,2025-06-26,food,43.25
t4926,2025-09-13,food,13.56
t942,2025-02-14,travel,787.36
t5264,2025-07-15,other,44.56
t6583,2025-07-19,food,40.19
t4724,2025-08-08,entertainment,31.57
t2388,2025-10-12,other,64.37
t11673,2025-01-20,retail,58.71
t5022,2025-10-05,food,21.62
t7130,2025-06-29,other,62.65
t4392,2025-04-04,other,56.2
t5149,2025-03-12,gas,53.21
t10026,2025-07-30,entertainment,48.76
t6804,2025-06-15,retail,152.03
t3222,2025-05-06,utilities,179.06
t3883,2025-03-05,food,35.03
t7955,2025-05-29,gas,56.32
t11325,2025-02-01,gas,52.82
t1611,2025-03-04,food,16.93
t3876,2025-02-02,food,22.19
t5954,2025-06-26,travel,283.41
t2790,2025-01-26,food,13.16
t945,2025-03-30,food,21.95
t10682,2025-04-14,utilities,114.79
t1858,2025-10-27,gas,60.45
t10399,2025-03-24,other,100.01
t4109,2025-01-18,retail,163.57
t5214,2025-05-13,travel,582.87
t10204,2025-07-04,gas,67.39
t3256,2025-10-19,utilities,181.71
t7324,2025-04-19,entertainment,12.78
t2691,2025-02-12,utilities,98.16
t8257,2025-08-05,food,17.19
t7390,2025-05-31,gas,39.5
t4628,2025-04-20,gas,45.21
